eventTime,userName,userType,eventName,awsRegion,sourceIPAddress,location,deviceType,mfaUsed,loginResult,sessionDuration,resourceAccessed,is_anomaly,anomaly_reason
2025-08-05T15:06:56Z,jenniferboyd,AssumedRole,GetObject,us-west-2,202.33.80.124,"Birmingham, GB",Tablet,No,Success,84,DynamoDB,0,
2025-08-05T08:20:56Z,jenniferboyd,AssumedRole,PutObject,us-east-1,4.65.46.244,"Birmingham, GB",Tablet,No,Success,59,IAM,0,
2025-08-05T09:50:08Z,jenniferboyd,AssumedRole,ConsoleLogin,us-west-2,185.158.72.229,"Birmingham, GB",Tablet,No,Success,33,EC2,0,
2025-08-05T16:13:12Z,jenniferboyd,AssumedRole,DescribeInstances,us-east-1,139.93.125.215,"Birmingham, GB",Tablet,Yes,Success,59,S3,0,
2025-08-06T06:47:09Z,jenniferboyd,AssumedRole,DescribeInstances,us-east-1,208.167.43.25,"Birmingham, GB",Tablet,Yes,Success,109,DynamoDB,0,
2025-08-06T12:44:12Z,jenniferboyd,AssumedRole,ListBuckets,eu-west-1,205.90.18.99,"Birmingham, GB",Tablet,Yes,Success,108,EC2,0,
2025-08-06T16:37:50Z,jenniferboyd,AssumedRole,GetObject,eu-west-1,105.110.67.122,"Birmingham, GB",Tablet,No,Success,65,S3,0,
2025-08-06T18:12:44Z,jenniferboyd,AssumedRole,StartInstances,us-east-1,191.189.58.193,"Birmingham, GB",Tablet,Yes,Success,7,CloudWatch,0,
2025-08-07T06:16:01Z,jenniferboyd,AssumedRole,GetObject,eu-west-2,33.159.7.167,"Birmingham, GB",Tablet,Yes,Success,202,CloudWatch,1,Excessive resource access
2025-08-07T07:32:16Z,jenniferboyd,AssumedRole,ConsoleLogin,us-east-1,117.240.86.237,"Birmingham, GB",Tablet,Yes,Success,24,DynamoDB,0,
2025-08-08T17:17:50Z,jenniferboyd,AssumedRole,ConsoleLogin,us-east-1,174.28.140.30,"Birmingham, GB",Tablet,Yes,Success,40,EC2,0,
2025-08-08T06:11:13Z,jenniferboyd,AssumedRole,GetObject,eu-west-2,144.149.104.197,"Birmingham, GB",Tablet,No,Success,36,S3,0,
2025-08-08T06:54:30Z,jenniferboyd,AssumedRole,PutObject,eu-west-1,155.64.109.18,"Birmingham, GB",Tablet,Yes,Success,58,DynamoDB,0,
2025-08-08T07:56:01Z,jenniferboyd,AssumedRole,StopInstances,us-east-1,58.118.207.253,"Birmingham, GB",Tablet,Yes,Success,76,CloudWatch,0,
2025-08-09T18:10:28Z,jenniferboyd,AssumedRole,ListBuckets,eu-west-2,192.61.68.245,"Birmingham, GB",Tablet,No,Success,57,CloudWatch,0,
2025-08-09T16:01:58Z,jenniferboyd,AssumedRole,DescribeInstances,us-east-1,185.134.71.219,"Birmingham, GB",Tablet,Yes,Success,69,CloudWatch,0,
2025-08-09T10:59:33Z,jenniferboyd,AssumedRole,GetObject,us-west-2,169.129.150.58,"Birmingham, GB",Tablet,No,Success,59,IAM,0,
2025-08-10T09:52:36Z,jenniferboyd,AssumedRole,PutObject,us-east-1,216.175.246.130,"Birmingham, GB",Tablet,Yes,Success,104,CloudWatch,0,
2025-08-10T19:00:31Z,jenniferboyd,AssumedRole,StopInstances,us-east-1,136.90.203.1,"Birmingham, GB",Tablet,No,Success,36,RDS,0,
2025-08-10T15:22:47Z,jenniferboyd,AssumedRole,GetObject,eu-west-1,169.27.112.170,"Birmingham, GB",Tablet,Yes,Success,16,RDS,0,
2025-08-10T11:38:22Z,jenniferboyd,AssumedRole,ListBuckets,eu-west-2,101.194.7.152,"Birmingham, GB",Tablet,No,Success,46,CloudWatch,0,
2025-08-11T13:08:35Z,jenniferboyd,AssumedRole,DescribeInstances,us-west-2,15.0.0.60,"Birmingham, GB",Tablet,No,Success,117,RDS,0,
2025-08-11T08:22:45Z,jenniferboyd,AssumedRole,StartInstances,eu-west-2,59.33.195.50,"Birmingham, GB",Tablet,Yes,Success,30,EC2,0,
2025-08-11T18:25:27Z,jenniferboyd,AssumedRole,GetObject,eu-west-1,35.153.137.217,"Birmingham, GB",Tablet,No,Success,51,DynamoDB,0,
2025-08-11T08:05:58Z,jenniferboyd,AssumedRole,DescribeInstances,us-west-2,3.35.45.110,"Birmingham, GB",Tablet,Yes,Success,110,EC2,0,
2025-08-11T18:49:50Z,jenniferboyd,AssumedRole,StopInstances,us-east-1,88.30.16.227,"Birmingham, GB",Tablet,No,Success,79,DynamoDB,0,
2025-08-11T14:36:09Z,jenniferboyd,AssumedRole,StopInstances,eu-west-1,120.221.140.180,"Birmingham, GB",Tablet,No,Success,36,S3,0,
2025-08-12T12:58:20Z,jenniferboyd,AssumedRole,ListBuckets,eu-west-2,119.69.96.31,"Birmingham, GB",Tablet,No,Success,50,S3,0,
2025-08-12T19:45:09Z,jenniferboyd,AssumedRole,StartInstances,us-east-1,142.82.62.155,"Paris, FR",Tablet,No,Success,78,DynamoDB,1,Unusual location
2025-08-12T09:12:49Z,jenniferboyd,AssumedRole,DescribeInstances,eu-west-2,132.84.2.226,"Birmingham, GB",Tablet,No,Success,99,IAM,0,
2025-08-12T09:16:44Z,jenniferboyd,AssumedRole,ListBuckets,eu-west-1,215.49.43.84,"Birmingham, GB",Tablet,No,Success,39,EC2,0,
2025-08-12T10:50:49Z,jenniferboyd,AssumedRole,ConsoleLogin,eu-west-2,136.245.143.15,"Birmingham, GB",Tablet,Yes,Success,41,DynamoDB,0,
2025-08-12T09:23:50Z,jenniferboyd,AssumedRole,StopInstances,eu-west-1,206.127.80.6,"Birmingham, GB",Tablet,Yes,Success,109,RDS,0,
2025-08-13T10:50:49Z,jenniferboyd,AssumedRole,GetObject,eu-west-1,105.9.124.232,"Birmingham, GB",Tablet,Yes,Success,8,S3,0,
2025-08-13T18:10:26Z,jenniferboyd,AssumedRole,ListBuckets,us-east-1,207.23.140.198,"Birmingham, GB",Tablet,Yes,Success,99,DynamoDB,0,
2025-08-13T19:57:26Z,jenniferboyd,AssumedRole,ConsoleLogin,us-west-2,184.120.250.164,"Birmingham, GB",Tablet,Yes,Success,111,EC2,0,
2025-08-13T19:06:40Z,jenniferboyd,AssumedRole,ConsoleLogin,us-west-2,189.125.133.255,"Birmingham, GB",Tablet,Yes,Success,99,IAM,0,
2025-08-14T08:48:30Z,jenniferboyd,AssumedRole,StopInstances,eu-west-2,3.50.139.166,"Birmingham, GB",Tablet,Yes,Success,63,EC2,0,
2025-08-14T12:31:08Z,jenniferboyd,AssumedRole,ListBuckets,eu-west-1,214.247.207.245,"Birmingham, GB",Tablet,No,Success,212,IAM,1,Excessive resource access
2025-08-14T18:03:08Z,jenniferboyd,AssumedRole,ConsoleLogin,us-east-1,152.229.83.22,"Birmingham, GB",Tablet,No,Success,102,IAM,0,
2025-08-14T18:09:57Z,jenniferboyd,AssumedRole,GetObject,us-west-2,171.3.201.8,"Birmingham, GB",Tablet,Yes,Success,91,EC2,0,
2025-08-15T18:59:30Z,jenniferboyd,AssumedRole,StopInstances,us-east-1,89.195.117.71,"Birmingham, GB",Tablet,No,Success,104,EC2,0,
2025-08-15T07:18:17Z,jenniferboyd,AssumedRole,PutObject,eu-west-2,201.205.75.19,"Birmingham, GB",Tablet,No,Success,95,RDS,0,
2025-08-16T20:02:10Z,jenniferboyd,AssumedRole,DescribeInstances,us-west-2,169.5.16.157,"Birmingham, GB",Tablet,No,Success,111,DynamoDB,0,
2025-08-16T19:23:42Z,jenniferboyd,AssumedRole,ListBuckets,us-east-1,27.194.42.116,"Birmingham, GB",Tablet,No,Success,32,RDS,0,
2025-08-16T20:11:08Z,jenniferboyd,AssumedRole,PutObject,eu-west-1,156.2.159.252,"Birmingham, GB",Tablet,Yes,Success,100,RDS,0,
2025-08-16T19:53:57Z,jenniferboyd,AssumedRole,DescribeInstances,us-east-1,119.197.83.237,"Birmingham, GB",Tablet,No,Success,95,RDS,0,
2025-08-16T17:01:35Z,jenniferboyd,AssumedRole,PutObject,us-east-1,78.75.163.243,"Birmingham, GB",Tablet,No,Success,47,S3,0,
2025-08-16T18:59:33Z,jenniferboyd,AssumedRole,ConsoleLogin,us-west-2,197.205.83.224,"Birmingham, GB",Tablet,No,Success,32,EC2,0,
2025-08-17T15:17:33Z,jenniferboyd,AssumedRole,StartInstances,us-west-2,22.29.75.119,"Birmingham, GB",Tablet,Yes,Success,48,IAM,0,
2025-08-17T14:05:15Z,jenniferboyd,AssumedRole,GetObject,us-east-1,223.217.6.217,"Birmingham, GB",Tablet,No,Success,102,S3,0,
2025-08-18T20:59:09Z,jenniferboyd,AssumedRole,StartInstances,us-east-1,60.14.26.216,"Birmingham, GB",Tablet,Yes,Success,91,RDS,0,
2025-08-18T14:16:10Z,jenniferboyd,AssumedRole,PutObject,eu-west-1,198.72.158.44,"Birmingham, GB",Tablet,No,Success,93,RDS,0,
2025-08-18T08:53:07Z,jenniferboyd,AssumedRole,ConsoleLogin,us-east-1,202.44.176.48,"Birmingham, GB",Tablet,No,Success,22,EC2,0,
2025-08-18T18:24:43Z,jenniferboyd,AssumedRole,ListBuckets,eu-west-1,184.100.157.56,"Birmingham, GB",Tablet,No,Success,88,DynamoDB,0,
2025-08-18T09:43:10Z,jenniferboyd,AssumedRole,StopInstances,eu-west-1,25.135.71.105,"Birmingham, GB",Tablet,Yes,Success,104,S3,0,
2025-08-19T18:39:16Z,jenniferboyd,AssumedRole,ListBuckets,us-west-2,211.104.19.128,"Birmingham, GB",Tablet,Yes,Success,59,RDS,0,
2025-08-19T11:34:47Z,jenniferboyd,AssumedRole,DescribeInstances,us-east-1,144.180.108.186,"Birmingham, GB",Tablet,No,Success,109,S3,0,
2025-08-20T13:06:19Z,jenniferboyd,AssumedRole,DescribeInstances,us-east-1,84.172.73.198,"Birmingham, GB",Tablet,No,Success,36,IAM,0,
2025-08-20T09:02:36Z,jenniferboyd,AssumedRole,ConsoleLogin,us-east-1,223.3.171.93,"Birmingham, GB",Mobile,No,Success,87,EC2,1,First-time device
2025-08-20T09:17:54Z,jenniferboyd,AssumedRole,StopInstances,eu-west-2,206.68.170.71,"Birmingham, GB",Tablet,No,Success,73,EC2,0,
2025-08-20T20:10:38Z,jenniferboyd,AssumedRole,ConsoleLogin,us-west-2,210.93.44.80,"Birmingham, GB",Tablet,Yes,Success,5,S3,0,
2025-08-20T15:04:48Z,jenniferboyd,AssumedRole,PutObject,eu-west-2,26.10.82.4,"Birmingham, GB",Tablet,No,Success,115,IAM,0,
2025-08-20T17:53:12Z,jenniferboyd,AssumedRole,ListBuckets,eu-west-1,132.150.216.100,"Birmingham, GB",Tablet,Yes,Success,51,CloudWatch,0,
2025-08-21T19:33:44Z,jenniferboyd,AssumedRole,StartInstances,us-east-1,195.246.227.229,"Birmingham, GB",Tablet,Yes,Success,118,EC2,0,
2025-08-21T11:55:49Z,jenniferboyd,AssumedRole,StartInstances,eu-west-1,172.117.106.25,"Birmingham, GB",Tablet,Yes,Success,52,DynamoDB,0,
2025-08-21T14:19:17Z,jenniferboyd,AssumedRole,DescribeInstances,eu-west-1,38.129.49.20,"Birmingham, GB",Mobile,No,Success,96,EC2,1,First-time device
2025-08-21T18:25:27Z,jenniferboyd,AssumedRole,ConsoleLogin,us-east-1,193.220.173.133,"Birmingham, GB",Desktop,No,Success,113,DynamoDB,1,First-time device
2025-08-22T14:21:44Z,jenniferboyd,AssumedRole,ListBuckets,us-west-2,175.77.79.66,"Birmingham, GB",Tablet,Yes,Success,7,DynamoDB,0,
2025-08-22T16:00:31Z,jenniferboyd,AssumedRole,ConsoleLogin,us-west-2,97.195.219.154,"Birmingham, GB",Tablet,Yes,Success,83,CloudWatch,0,
2025-08-22T15:54:42Z,jenniferboyd,AssumedRole,GetObject,us-west-2,45.90.220.189,"Birmingham, GB",Tablet,No,Success,96,EC2,0,
2025-08-22T08:07:32Z,jenniferboyd,AssumedRole,StopInstances,us-east-1,103.92.112.65,"Birmingham, GB",Tablet,No,Success,65,RDS,0,
2025-08-22T08:43:22Z,jenniferboyd,AssumedRole,PutObject,us-east-1,119.101.238.87,"Birmingham, GB",Tablet,No,Success,74,EC2,0,
2025-08-23T12:23:33Z,jenniferboyd,AssumedRole,StartInstances,eu-west-1,168.20.51.63,"Birmingham, GB",Tablet,Yes,Success,23,CloudWatch,0,
2025-08-23T08:11:38Z,jenniferboyd,AssumedRole,GetObject,us-west-2,189.49.65.47,"Birmingham, GB",Tablet,No,Success,50,RDS,0,
2025-08-23T09:59:17Z,jenniferboyd,AssumedRole,GetObject,us-east-1,195.203.213.209,"Birmingham, GB",Tablet,Yes,Success,117,CloudWatch,0,
2025-08-23T13:53:32Z,jenniferboyd,AssumedRole,ListBuckets,us-east-1,15.7.134.209,"Birmingham, GB",Tablet,Yes,Success,10,IAM,0,
2025-08-24T08:42:53Z,jenniferboyd,AssumedRole,StopInstances,us-east-1,20.80.31.164,"Birmingham, GB",Tablet,No,Success,93,CloudWatch,0,
2025-08-24T15:15:31Z,jenniferboyd,AssumedRole,DescribeInstances,us-west-2,198.199.94.111,"Birmingham, GB",Tablet,No,Success,44,EC2,0,
2025-08-24T10:22:39Z,jenniferboyd,AssumedRole,StopInstances,eu-west-1,133.157.27.251,"Birmingham, GB",Tablet,No,Success,19,EC2,0,
2025-08-25T08:34:20Z,jenniferboyd,AssumedRole,PutObject,eu-west-2,15.173.76.109,"Birmingham, GB",Tablet,No,Success,73,S3,0,
2025-08-25T18:14:14Z,jenniferboyd,AssumedRole,StartInstances,eu-west-2,188.237.134.164,"Birmingham, GB",Tablet,No,Success,19,CloudWatch,0,
2025-08-25T10:56:29Z,jenniferboyd,AssumedRole,PutObject,us-west-2,12.143.207.10,"Birmingham, GB",Tablet,Yes,Success,35,S3,0,
2025-08-25T03:31:27Z,jenniferboyd,AssumedRole,StopInstances,eu-west-2,5.166.233.24,"Birmingham, GB",Tablet,Yes,Success,91,S3,1,Odd hours login
2025-08-25T15:43:29Z,jenniferboyd,AssumedRole,ListBuckets,eu-west-2,151.30.245.7,"Birmingham, GB",Tablet,No,Success,118,EC2,0,
2025-08-26T11:08:42Z,jenniferboyd,AssumedRole,DescribeInstances,eu-west-2,92.220.121.173,"Birmingham, GB",Tablet,Yes,Success,48,IAM,0,
2025-08-26T14:07:08Z,jenniferboyd,AssumedRole,DescribeInstances,us-east-1,167.215.177.46,"Birmingham, GB",Tablet,No,Success,114,S3,0,
2025-08-26T09:15:50Z,jenniferboyd,AssumedRole,DescribeInstances,eu-west-1,37.216.153.244,"Birmingham, GB",Tablet,Yes,Success,44,S3,0,
2025-08-27T12:26:47Z,jenniferboyd,AssumedRole,ConsoleLogin,us-west-2,188.182.155.128,"Birmingham, GB",Tablet,Yes,Success,88,CloudWatch,0,
2025-08-27T11:58:12Z,jenniferboyd,AssumedRole,DescribeInstances,eu-west-2,195.56.190.40,"Birmingham, GB",Tablet,Yes,Success,41,S3,0,
2025-08-27T15:57:08Z,jenniferboyd,AssumedRole,PutObject,us-east-1,192.203.5.30,"New York, US",Tablet,Yes,Success,118,IAM,1,Unusual location
2025-08-27T16:43:15Z,jenniferboyd,AssumedRole,PutObject,eu-west-1,69.143.52.122,"Birmingham, GB",Tablet,No,Success,6,S3,0,
2025-08-27T11:02:15Z,jenniferboyd,AssumedRole,GetObject,eu-west-2,108.52.99.36,"Birmingham, GB",Tablet,Yes,Success,65,RDS,0,
2025-08-28T10:36:14Z,jenniferboyd,AssumedRole,ConsoleLogin,us-east-1,214.39.67.203,"Birmingham, GB",Tablet,Yes,Success,26,RDS,0,
2025-08-28T07:36:10Z,jenniferboyd,AssumedRole,ListBuckets,eu-west-1,15.229.198.226,"Birmingham, GB",Tablet,Yes,Success,73,RDS,0,
2025-08-28T19:58:20Z,jenniferboyd,AssumedRole,GetObject,eu-west-1,4.140.73.15,"Birmingham, GB",Tablet,No,Success,48,CloudWatch,0,
2025-08-28T18:16:45Z,jenniferboyd,AssumedRole,StartInstances,us-west-2,67.218.48.178,"Birmingham, GB",Tablet,No,Success,108,EC2,0,
2025-08-29T15:20:59Z,jenniferboyd,AssumedRole,StartInstances,us-east-1,98.129.218.25,"Birmingham, GB",Tablet,Yes,Success,61,RDS,0,
2025-08-29T09:21:30Z,jenniferboyd,AssumedRole,PutObject,eu-west-1,205.112.167.53,"Birmingham, GB",Mobile,No,Success,107,EC2,1,First-time device
2025-08-29T12:24:09Z,jenniferboyd,AssumedRole,GetObject,us-east-1,203.184.214.88,"Birmingham, GB",Tablet,Yes,Success,72,IAM,0,
2025-08-29T16:58:26Z,jenniferboyd,AssumedRole,StartInstances,us-west-2,213.224.189.235,"Birmingham, GB",Tablet,Yes,Success,48,S3,0,
2025-08-29T08:38:25Z,jenniferboyd,AssumedRole,PutObject,eu-west-2,192.103.48.197,"Birmingham, GB",Tablet,No,Success,38,S3,0,
2025-08-29T10:33:06Z,jenniferboyd,AssumedRole,StartInstances,eu-west-1,210.102.227.145,"Birmingham, GB",Tablet,No,Success,88,DynamoDB,0,
2025-08-30T20:06:40Z,jenniferboyd,AssumedRole,GetObject,us-west-2,176.151.7.40,"Singapore, SG",Tablet,No,Success,106,CloudWatch,1,Unusual location
2025-08-30T12:48:59Z,jenniferboyd,AssumedRole,StopInstances,eu-west-1,136.215.236.160,"Birmingham, GB",Tablet,No,Success,117,DynamoDB,0,
2025-08-30T12:31:23Z,jenniferboyd,AssumedRole,ListBuckets,us-east-1,178.219.1.55,"Birmingham, GB",Tablet,Yes,Success,91,CloudWatch,0,
2025-08-30T09:50:34Z,jenniferboyd,AssumedRole,StartInstances,us-east-1,190.80.66.90,"Birmingham, GB",Tablet,No,Success,55,EC2,0,
2025-08-30T20:18:04Z,jenniferboyd,AssumedRole,ConsoleLogin,eu-west-2,195.26.52.32,"Birmingham, GB",Tablet,Yes,Success,103,EC2,0,
2025-08-01T10:56:12Z,mwright,AssumedRole,ConsoleLogin,eu-west-2,193.156.247.203,"Birmingham, GB",Mobile,No,Success,83,RDS,0,
2025-08-01T19:27:19Z,mwright,AssumedRole,PutObject,eu-west-1,89.207.69.117,"Birmingham, GB",Mobile,No,Success,105,RDS,0,
2025-08-01T15:00:22Z,mwright,AssumedRole,PutObject,us-east-1,144.225.58.81,"Birmingham, GB",Mobile,Yes,Success,96,RDS,0,
2025-08-01T20:51:17Z,mwright,AssumedRole,GetObject,us-east-1,194.119.31.118,"Birmingham, GB",Mobile,Yes,Success,10,RDS,0,
2025-08-01T19:48:49Z,mwright,AssumedRole,PutObject,us-east-1,89.122.170.97,"Birmingham, GB",Mobile,No,Success,18,RDS,0,
2025-08-01T10:49:27Z,mwright,AssumedRole,StartInstances,us-east-1,198.114.121.109,"Birmingham, GB",Mobile,Yes,Success,64,IAM,0,
2025-08-02T15:44:21Z,mwright,AssumedRole,GetObject,us-west-2,218.63.158.78,"Birmingham, GB",Mobile,No,Success,31,CloudWatch,0,
2025-08-02T18:27:45Z,mwright,AssumedRole,ConsoleLogin,eu-west-2,209.162.182.153,"Birmingham, GB",Mobile,Yes,Success,110,RDS,0,
2025-08-02T14:06:02Z,mwright,AssumedRole,ConsoleLogin,us-east-1,198.62.224.185,"Birmingham, GB",Mobile,Yes,Success,84,S3,0,
2025-08-02T15:28:23Z,mwright,AssumedRole,ConsoleLogin,us-east-1,159.56.251.109,"Birmingham, GB",Mobile,No,Success,97,RDS,0,
2025-08-03T09:57:25Z,mwright,AssumedRole,ConsoleLogin,us-west-2,202.126.15.212,"Birmingham, GB",Mobile,Yes,Success,16,RDS,0,
2025-08-03T14:49:55Z,mwright,AssumedRole,StartInstances,us-west-2,195.238.6.181,"Birmingham, GB",Mobile,No,Success,12,S3,0,
2025-08-04T13:40:11Z,mwright,AssumedRole,StopInstances,eu-west-2,214.68.158.58,"Birmingham, GB",Mobile,Yes,Success,89,IAM,0,
2025-08-04T07:52:58Z,mwright,AssumedRole,PutObject,eu-west-2,90.205.162.104,"Birmingham, GB",Mobile,No,Success,85,RDS,0,
2025-08-05T18:49:10Z,mwright,AssumedRole,ConsoleLogin,us-west-2,31.223.165.110,"Birmingham, GB",Mobile,No,Success,30,S3,0,
2025-08-05T17:50:34Z,mwright,AssumedRole,StartInstances,eu-west-2,132.197.38.176,"Birmingham, GB",Mobile,No,Success,18,S3,0,
2025-08-05T20:26:25Z,mwright,AssumedRole,PutObject,us-east-1,196.4.140.156,"Birmingham, GB",Mobile,Yes,Success,45,S3,0,
2025-08-05T19:06:42Z,mwright,AssumedRole,GetObject,us-east-1,147.20.240.223,"Birmingham, GB",Mobile,Yes,Success,120,CloudWatch,0,
2025-08-05T06:27:54Z,mwright,AssumedRole,StopInstances,eu-west-1,129.242.212.193,"Birmingham, GB",Mobile,Yes,Success,28,S3,0,
2025-08-06T13:25:43Z,mwright,AssumedRole,StopInstances,eu-west-2,110.28.84.217,"Birmingham, GB",Mobile,Yes,Success,83,IAM,0,
2025-08-06T02:35:58Z,mwright,AssumedRole,StartInstances,us-east-1,218.26.251.44,"Birmingham, GB",Tablet,No,Success,73,RDS,1,"Odd hours login, First-time device"
2025-08-06T14:32:34Z,mwright,AssumedRole,PutObject,us-east-1,74.111.208.246,"Birmingham, GB",Mobile,Yes,Success,75,IAM,0,
2025-08-07T16:48:15Z,mwright,AssumedRole,ListBuckets,eu-west-2,191.79.225.255,"Birmingham, GB",Mobile,Yes,Success,48,IAM,0,
2025-08-07T19:22:09Z,mwright,AssumedRole,ListBuckets,eu-west-1,40.140.12.60,"Birmingham, GB",Mobile,Yes,Success,86,IAM,0,
2025-08-07T18:47:10Z,mwright,AssumedRole,GetObject,us-east-1,174.148.51.79,"Birmingham, GB",Mobile,Yes,Success,81,RDS,0,
2025-08-07T07:49:53Z,mwright,AssumedRole,PutObject,eu-west-2,139.188.78.1,"Birmingham, GB",Mobile,No,Success,96,S3,0,
2025-08-08T09:37:03Z,mwright,AssumedRole,StopInstances,us-east-1,52.237.176.76,"Birmingham, GB",Mobile,Yes,Success,33,CloudWatch,0,
2025-08-08T18:59:53Z,mwright,AssumedRole,GetObject,us-east-1,61.56.16.100,"Birmingham, GB",Mobile,No,Success,72,IAM,0,
2025-08-08T20:31:37Z,mwright,AssumedRole,GetObject,eu-west-1,48.131.236.197,"Birmingham, GB",Mobile,No,Success,74,DynamoDB,0,
2025-08-08T11:21:30Z,mwright,AssumedRole,ListBuckets,eu-west-1,64.174.84.120,"Birmingham, GB",Mobile,Yes,Success,53,EC2,0,
2025-08-08T16:48:18Z,mwright,AssumedRole,DescribeInstances,eu-west-2,222.55.93.11,"Birmingham, GB",Mobile,Yes,Success,23,IAM,0,
2025-08-09T14:04:32Z,mwright,AssumedRole,ListBuckets,us-east-1,197.62.109.251,"Birmingham, GB",Mobile,Yes,Success,19,RDS,0,
2025-08-09T13:11:20Z,mwright,AssumedRole,StopInstances,us-east-1,216.5.123.130,"Birmingham, GB",Mobile,Yes,Success,16,S3,0,
2025-08-09T20:28:19Z,mwright,AssumedRole,StartInstances,eu-west-1,213.156.246.105,"Birmingham, GB",Mobile,No,Success,26,DynamoDB,0,
2025-08-09T20:53:38Z,mwright,AssumedRole,GetObject,us-east-1,179.142.218.188,"Birmingham, GB",Mobile,Yes,Success,116,DynamoDB,0,
2025-08-09T16:33:40Z,mwright,AssumedRole,ListBuckets,eu-west-2,136.51.234.37,"Birmingham, GB",Mobile,No,Success,104,EC2,0,
2025-08-09T07:50:22Z,mwright,AssumedRole,StopInstances,eu-west-2,115.98.11.177,"Birmingham, GB",Mobile,Yes,Success,46,RDS,0,
2025-08-10T14:36:08Z,mwright,AssumedRole,GetObject,eu-west-1,182.127.53.31,"Birmingham, GB",Mobile,Yes,Success,61,DynamoDB,0,
2025-08-10T03:29:25Z,mwright,AssumedRole,GetObject,eu-west-1,17.39.118.48,"Birmingham, GB",Mobile,No,Success,14,S3,1,Odd hours login
2025-08-11T07:23:12Z,mwright,AssumedRole,GetObject,us-west-2,205.187.188.193,"Birmingham, GB",Mobile,Yes,Success,22,CloudWatch,0,
2025-08-11T16:40:20Z,mwright,AssumedRole,StopInstances,us-east-1,159.55.177.69,"Birmingham, GB",Mobile,Yes,Success,94,CloudWatch,0,
2025-08-11T16:35:53Z,mwright,AssumedRole,DescribeInstances,us-east-1,178.126.167.232,"Birmingham, GB",Mobile,Yes,Success,31,RDS,0,
2025-08-11T11:32:45Z,mwright,AssumedRole,StopInstances,us-east-1,94.92.192.224,"Birmingham, GB",Mobile,Yes,Success,59,IAM,0,
2025-08-12T08:49:00Z,mwright,AssumedRole,PutObject,eu-west-2,96.158.146.116,"Birmingham, GB",Mobile,No,Success,119,EC2,0,
2025-08-12T08:54:17Z,mwright,AssumedRole,StopInstances,eu-west-2,108.84.244.174,"Birmingham, GB",Mobile,Yes,Success,18,IAM,0,
2025-08-12T20:00:59Z,mwright,AssumedRole,ConsoleLogin,eu-west-2,206.16.201.61,"Birmingham, GB",Mobile,Yes,Success,62,RDS,0,
2025-08-13T14:22:09Z,mwright,AssumedRole,ListBuckets,us-east-1,215.192.28.139,"Paris, FR",Mobile,Yes,Success,98,S3,1,Unusual location
2025-08-13T08:47:33Z,mwright,AssumedRole,ListBuckets,eu-west-1,81.21.226.252,"Birmingham, GB",Mobile,Yes,Success,108,EC2,0,
