user_id,timestamp,location,device_id,resource_accessed,login_result,session_duration_min,is_anomaly
user_078,2025-06-01 07:28:00,Coventry,DEV-013,HR Portal,success,41,0
user_038,2025-06-01 07:29:00,Liverpool,DEV-004,CRM,success,12,0
user_025,2025-06-01 07:30:00,Sheffield,DEV-095,HR Portal,success,12,0
user_100,2025-06-01 07:34:00,Newcastle,DEV-118,CRM,success,52,0
user_027,2025-06-01 07:34:00,Sheffield,DEV-141,HR Portal,success,105,0
user_013,2025-06-01 07:42:00,Dundee,DEV-019,Email,success,55,0
user_057,2025-06-01 07:42:00,Coventry,DEV-076,CRM,success,81,0
user_088,2025-06-01 07:47:00,Aberdeen,DEV-073,DevOps Dashboard,success,91,0
user_026,2025-06-01 07:48:00,Cardiff,DEV-066,HR Portal,success,8,0
user_089,2025-06-01 07:53:00,Birmingham,DEV-105,HR Portal,success,52,0
user_019,2025-06-01 07:57:00,Leicester,DEV-005,DevOps Dashboard,success,16,0
user_093,2025-06-01 08:02:00,Cardiff,DEV-102,Email,success,86,0
user_094,2025-06-01 08:09:00,Dundee,DEV-096,Finance System,success,27,0
user_088,2025-06-01 08:09:00,Aberdeen,DEV-073,File Server,success,54,0
user_049,2025-06-01 08:10:00,Glasgow,DEV-112,DevOps Dashboard,success,18,0
user_024,2025-06-01 08:10:00,Nottingham,DEV-011,DevOps Dashboard,success,80,0
user_067,2025-06-01 08:14:00,Bristol,DEV-066,Finance System,success,36,0
user_010,2025-06-01 08:14:00,Glasgow,DEV-054,CRM,success,20,0
user_027,2025-06-01 08:16:00,Sheffield,DEV-141,CRM,success,27,0
user_029,2025-06-01 08:18:00,Aberdeen,DEV-030,DevOps Dashboard,success,100,0
user_067,2025-06-01 08:19:00,Bristol,DEV-066,CRM,success,59,0
user_029,2025-06-01 08:23:00,Aberdeen,DEV-030,Finance System,success,66,0
user_045,2025-06-01 08:23:00,Aberdeen,DEV-044,File Server,success,36,0
user_084,2025-06-01 08:23:00,Nottingham,DEV-077,Email,success,34,0
user_025,2025-06-01 08:28:00,Sheffield,DEV-095,HR Portal,success,22,0
user_094,2025-06-01 08:31:00,Dundee,DEV-096,CRM,success,117,0
user_049,2025-06-01 08:31:00,Glasgow,DEV-112,File Server,success,104,0
user_075,2025-06-01 08:31:00,Bristol,DEV-068,CRM,success,120,0
user_035,2025-06-01 08:33:00,Liverpool,DEV-003,File Server,success,52,0
user_097,2025-06-01 08:34:00,Bristol,DEV-100,Finance System,success,114,0
user_046,2025-06-01 08:34:00,Cardiff,DEV-112,CRM,success,34,0
user_031,2025-06-01 08:38:00,Newcastle,DEV-139,Email,success,67,0
user_013,2025-06-01 08:42:00,Dundee,DEV-019,DevOps Dashboard,success,64,0
user_006,2025-06-01 08:54:00,Southampton,DEV-034,HR Portal,success,50,0
user_035,2025-06-01 08:57:00,Liverpool,DEV-003,DevOps Dashboard,success,68,0
user_003,2025-06-01 09:00:00,Sheffield,DEV-065,HR Portal,success,66,0
user_079,2025-06-01 09:00:00,Coventry,DEV-053,DevOps Dashboard,success,66,0
user_055,2025-06-01 09:02:00,Manchester,DEV-073,DevOps Dashboard,success,74,0
user_008,2025-06-01 09:10:00,Reading,DEV-097,DevOps Dashboard,success,59,0
user_004,2025-06-01 09:11:00,Reading,DEV-104,Email,success,39,0
user_015,2025-06-01 09:11:00,Southampton,DEV-120,File Server,success,81,0
user_033,2025-06-01 09:13:00,Edinburgh,DEV-072,DevOps Dashboard,success,117,0
user_027,2025-06-01 09:17:00,Sheffield,DEV-141,File Server,success,53,0
user_015,2025-06-01 09:17:00,Southampton,DEV-120,File Server,success,103,0
user_075,2025-06-01 09:20:00,Bristol,DEV-068,CRM,success,31,0
user_002,2025-06-01 09:21:00,Sheffield,DEV-074,HR Portal,success,14,0
user_096,2025-06-01 09:21:00,Brighton,DEV-087,DevOps Dashboard,success,95,0
user_001,2025-06-01 09:23:00,Newcastle,DEV-023,Finance System,success,76,0
user_052,2025-06-01 09:24:00,Liverpool,DEV-009,HR Portal,success,99,0
user_030,2025-06-01 09:25:00,Glasgow,DEV-130,Finance System,success,92,0
user_056,2025-06-01 09:26:00,Nottingham,DEV-149,Email,success,108,0
user_096,2025-06-01 09:27:00,Brighton,DEV-087,CRM,success,68,0
user_065,2025-06-01 09:27:00,Sheffield,DEV-117,File Server,success,118,0
user_030,2025-06-01 09:47:00,Glasgow,DEV-130,DevOps Dashboard,success,46,0
user_099,2025-06-01 09:50:00,Brighton,DEV-138,CRM,success,85,0
user_029,2025-06-01 09:54:00,Aberdeen,DEV-030,File Server,success,53,0
user_047,2025-06-01 09:55:00,Dundee,DEV-063,CRM,success,113,0
user_032,2025-06-01 09:55:00,Sheffield,DEV-073,HR Portal,success,62,0
user_080,2025-06-01 09:55:00,San Francisco,DEV-052,DevOps Dashboard,success,101,1
user_002,2025-06-01 09:57:00,Sheffield,DEV-074,HR Portal,success,70,0
user_064,2025-06-01 09:58:00,Cardiff,DEV-083,Email,success,114,0
user_050,2025-06-01 10:02:00,Sheffield,DEV-107,CRM,success,55,0
user_008,2025-06-01 10:03:00,Reading,DEV-097,File Server,success,20,0
user_016,2025-06-01 10:06:00,Newcastle,DEV-117,File Server,success,83,0
user_053,2025-06-01 10:07:00,Birmingham,DEV-146,CRM,success,76,0
user_053,2025-06-01 10:08:00,Birmingham,DEV-146,File Server,success,55,0
user_026,2025-06-01 10:09:00,Cardiff,DEV-066,Email,success,81,0
user_074,2025-06-01 10:15:00,Leicester,DEV-019,Finance System,success,10,0
user_079,2025-06-01 10:17:00,Coventry,DEV-053,Finance System,success,94,0
user_094,2025-06-01 10:22:00,Dundee,DEV-096,Finance System,success,109,0
user_017,2025-06-01 10:23:00,Birmingham,DEV-016,Email,success,54,0
user_055,2025-06-01 10:27:00,Manchester,DEV-073,HR Portal,success,74,0
user_031,2025-06-01 10:29:00,Newcastle,DEV-139,Finance System,success,112,0
user_004,2025-06-01 10:30:00,Reading,DEV-104,Email,success,97,0
user_054,2025-06-01 10:31:00,Manchester,DEV-104,Email,success,21,0
user_068,2025-06-01 10:31:00,Glasgow,DEV-089,Email,success,58,0
user_038,2025-06-01 10:38:00,Liverpool,DEV-004,Finance System,success,45,0
user_025,2025-06-01 10:39:00,Sheffield,DEV-095,CRM,success,95,0
user_065,2025-06-01 10:39:00,Sheffield,DEV-117,Email,success,43,0
user_083,2025-06-01 10:44:00,Liverpool,DEV-005,File Server,success,53,0
user_051,2025-06-01 10:46:00,Liverpool,DEV-075,Finance System,success,120,0
user_064,2025-06-01 10:46:00,Cardiff,DEV-083,DevOps Dashboard,success,19,0
user_072,2025-06-01 10:47:00,Cardiff,DEV-139,Email,success,55,0
user_021,2025-06-01 10:49:00,Cardiff,DEV-122,HR Portal,success,74,0
user_011,2025-06-01 10:50:00,Edinburgh,DEV-129,Email,success,101,0
user_038,2025-06-01 10:52:00,Liverpool,DEV-004,Email,success,29,0
user_087,2025-06-01 10:53:00,Liverpool,DEV-014,File Server,success,88,0
user_093,2025-06-01 10:54:00,Cardiff,DEV-102,Email,success,75,0
user_040,2025-06-01 10:55:00,Sheffield,DEV-105,HR Portal,success,77,0
user_064,2025-06-01 10:56:00,Cardiff,DEV-083,Finance System,success,34,0
user_074,2025-06-01 11:00:00,Leicester,DEV-019,CRM,success,17,0
user_041,2025-06-01 11:01:00,Birmingham,DEV-066,HR Portal,success,97,0
user_067,2025-06-01 11:07:00,Bristol,DEV-066,Email,success,52,0
user_094,2025-06-01 11:14:00,Dundee,DEV-096,Finance System,success,45,0
user_081,2025-06-01 11:15:00,Dundee,DEV-117,HR Portal,success,37,0
user_087,2025-06-01 11:18:00,Liverpool,DEV-014,File Server,success,107,0
user_093,2025-06-01 11:18:00,Cardiff,DEV-102,CRM,success,87,0
user_051,2025-06-01 11:21:00,Liverpool,DEV-075,HR Portal,success,52,0
user_040,2025-06-01 11:23:00,Sheffield,DEV-105,CRM,success,98,0
user_048,2025-06-01 11:23:00,Cardiff,DEV-144,CRM,success,43,0
user_013,2025-06-01 11:25:00,Dundee,DEV-019,Finance System,success,92,0
user_061,2025-06-01 11:27:00,Reading,DEV-126,File Server,success,54,0
user_069,2025-06-01 11:31:00,Coventry,DEV-076,File Server,success,25,0
user_019,2025-06-01 11:37:00,Leicester,DEV-005,Email,success,80,0
user_020,2025-06-01 11:37:00,Manchester,DEV-066,Email,success,66,0
user_079,2025-06-01 11:40:00,Coventry,DEV-053,Confidential Archives,success,16,1
user_066,2025-06-01 11:41:00,Bristol,DEV-101,Confidential Archives,success,41,1
user_036,2025-06-01 11:45:00,Newcastle,DEV-112,Finance System,success,8,0
user_094,2025-06-01 11:49:00,Dundee,DEV-096,CRM,success,99,0
user_054,2025-06-01 11:50:00,Manchester,DEV-104,DevOps Dashboard,success,108,0
user_008,2025-06-01 11:50:00,Reading,DEV-097,DevOps Dashboard,success,30,0
user_042,2025-06-01 11:59:00,Birmingham,DEV-126,HR Portal,success,95,0
user_005,2025-06-01 12:02:00,Nottingham,DEV-068,File Server,success,74,0
user_025,2025-06-01 12:04:00,Sheffield,DEV-095,File Server,success,47,0
user_064,2025-06-01 12:05:00,Cardiff,DEV-083,DevOps Dashboard,success,7,0
user_080,2025-06-01 12:14:00,London,DEV-052,Finance System,success,9,0
user_041,2025-06-01 12:15:00,Birmingham,DEV-066,File Server,success,62,0
user_100,2025-06-01 12:19:00,Newcastle,DEV-118,DevOps Dashboard,success,101,0
user_025,2025-06-01 12:22:00,Sheffield,DEV-095,File Server,success,29,0
user_046,2025-06-01 12:25:00,Cardiff,DEV-112,Email,success,21,0
user_052,2025-06-01 12:27:00,Liverpool,DEV-009,File Server,success,72,0
user_082,2025-06-01 12:27:00,Leeds,DEV-076,File Server,success,11,0
user_051,2025-06-01 12:33:00,Liverpool,DEV-075,DevOps Dashboard,success,30,0
user_061,2025-06-01 12:34:00,Reading,DEV-126,Email,success,86,0
user_066,2025-06-01 12:35:00,Bristol,DEV-101,DevOps Dashboard,success,60,0
user_054,2025-06-01 12:36:00,Manchester,DEV-104,CRM,success,114,0
user_028,2025-06-01 12:37:00,Leeds,DEV-017,Email,success,113,0
user_083,2025-06-01 12:41:00,Liverpool,DEV-005,Email,success,45,0
user_083,2025-06-01 12:44:00,Liverpool,DEV-005,DevOps Dashboard,success,92,0
user_082,2025-06-01 12:57:00,Leeds,DEV-076,HR Portal,success,101,0
user_075,2025-06-01 13:03:00,Bristol,DEV-068,Email,success,10,0
user_063,2025-06-01 13:09:00,Southampton,DEV-138,CRM,success,87,0
user_067,2025-06-01 13:09:00,Bristol,DEV-126,DevOps Dashboard,success,113,1
user_093,2025-06-01 13:12:00,Cardiff,DEV-102,HR Portal,success,11,0
user_010,2025-06-01 13:12:00,Glasgow,DEV-054,Finance System,success,27,0
user_058,2025-06-01 13:14:00,Coventry,DEV-134,File Server,success,19,0
user_048,2025-06-01 13:16:00,Cardiff,DEV-144,Email,success,105,0
user_011,2025-06-01 13:22:00,Edinburgh,DEV-129,CRM,success,38,0
user_089,2025-06-01 13:26:00,Birmingham,DEV-105,Email,success,74,0
user_007,2025-06-01 13:29:00,Cardiff,DEV-086,File Server,success,106,0
user_067,2025-06-01 13:30:00,Bristol,DEV-066,CRM,success,43,0
user_046,2025-06-01 13:36:00,Cardiff,DEV-112,HR Portal,success,66,0
user_057,2025-06-01 13:44:00,Coventry,DEV-076,HR Portal,success,48,0
user_058,2025-06-01 13:49:00,Coventry,DEV-134,DevOps Dashboard,success,34,0
user_061,2025-06-01 13:58:00,Reading,DEV-126,CRM,success,80,0
user_035,2025-06-01 13:59:00,Liverpool,DEV-003,Finance System,success,110,0
user_070,2025-06-01 13:59:00,Birmingham,DEV-001,Finance System,success,79,0
user_078,2025-06-01 14:09:00,Coventry,DEV-013,File Server,success,77,0
user_044,2025-06-01 14:11:00,Glasgow,DEV-084,HR Portal,success,25,0
user_069,2025-06-01 14:15:00,Coventry,DEV-076,Finance System,success,66,0
user_009,2025-06-01 14:15:00,Dundee,DEV-085,File Server,success,10,0
user_062,2025-06-01 14:16:00,London,DEV-075,File Server,success,41,0
user_013,2025-06-01 14:18:00,Dundee,DEV-019,Email,success,82,0
user_050,2025-06-01 14:27:00,Sheffield,DEV-107,Finance System,success,24,0
user_077,2025-06-01 14:28:00,Glasgow,DEV-026,Finance System,success,47,0
user_089,2025-06-01 14:31:00,Birmingham,DEV-105,CRM,success,25,0
user_053,2025-06-01 14:37:00,Birmingham,DEV-146,CRM,success,24,0
user_097,2025-06-01 14:40:00,Bristol,DEV-100,Finance System,success,99,0
user_078,2025-06-01 14:42:00,Coventry,DEV-013,DevOps Dashboard,success,5,0
user_039,2025-06-01 14:43:00,Nottingham,DEV-013,File Server,success,119,0
user_020,2025-06-01 14:45:00,Manchester,DEV-066,Finance System,success,101,0
user_021,2025-06-01 14:49:00,Cardiff,DEV-122,DevOps Dashboard,success,50,0
user_017,2025-06-01 14:52:00,Birmingham,DEV-016,Email,success,116,0
user_042,2025-06-01 14:54:00,Birmingham,DEV-126,Finance System,success,15,0
user_021,2025-06-01 14:57:00,Cardiff,DEV-122,CRM,success,61,0
user_093,2025-06-01 14:58:00,Cardiff,DEV-102,HR Portal,success,70,0
user_058,2025-06-01 15:00:00,Coventry,DEV-134,HR Portal,success,86,0
user_074,2025-06-01 15:00:00,Leicester,DEV-019,CRM,success,21,0
user_035,2025-06-01 15:00:00,Liverpool,DEV-003,Finance System,success,47,0
user_031,2025-06-01 15:02:00,Newcastle,DEV-139,HR Portal,success,69,0
user_069,2025-06-01 15:02:00,Coventry,DEV-076,CRM,success,62,0
user_044,2025-06-01 15:03:00,Glasgow,DEV-084,CRM,success,117,0
user_049,2025-06-01 15:04:00,Glasgow,DEV-112,CRM,success,101,0
user_042,2025-06-01 15:07:00,Birmingham,DEV-126,File Server,success,91,0
user_099,2025-06-01 15:13:00,Brighton,DEV-138,DevOps Dashboard,success,16,0
user_016,2025-06-01 15:20:00,Newcastle,DEV-117,DevOps Dashboard,success,106,0
user_061,2025-06-01 15:21:00,Reading,DEV-126,Email,success,99,0
user_040,2025-06-01 15:22:00,Sheffield,DEV-105,DevOps Dashboard,success,18,0
user_059,2025-06-01 15:30:00,Birmingham,DEV-016,DevOps Dashboard,success,7,0
user_047,2025-06-01 15:31:00,Dundee,DEV-063,DevOps Dashboard,success,66,0
user_016,2025-06-01 15:32:00,Newcastle,DEV-117,HR Portal,success,70,0
user_092,2025-06-01 15:32:00,Coventry,DEV-118,CRM,success,15,0
user_018,2025-06-01 15:35:00,Southampton,DEV-097,Email,success,21,0
user_065,2025-06-01 15:35:00,Sheffield,DEV-117,Finance System,success,56,0
user_095,2025-06-01 15:36:00,Leicester,DEV-009,CRM,success,61,0
user_003,2025-06-01 15:36:00,Sheffield,DEV-065,Email,success,39,0
user_027,2025-06-01 15:38:00,Sheffield,DEV-141,HR Portal,success,115,0
user_002,2025-06-01 15:40:00,Sheffield,DEV-074,File Server,success,110,0
user_026,2025-06-01 15:40:00,Cardiff,DEV-066,CRM,success,105,0
user_099,2025-06-01 15:41:00,Brighton,DEV-138,Email,success,35,0
user_004,2025-06-01 15:42:00,Reading,DEV-104,File Server,success,65,0
user_022,2025-06-01 15:46:00,Brighton,DEV-023,Email,success,60,0
user_093,2025-06-01 15:50:00,Cardiff,DEV-102,Email,success,60,0
user_083,2025-06-01 15:52:00,Liverpool,DEV-005,File Server,success,72,0
user_010,2025-06-01 15:54:00,Glasgow,DEV-054,Finance System,success,118,0
user_028,2025-06-01 15:56:00,Leeds,DEV-017,Finance System,success,88,0
user_003,2025-06-01 15:57:00,Sheffield,DEV-065,Email,success,72,0
user_003,2025-06-01 16:06:00,Sheffield,DEV-065,File Server,success,100,0
user_026,2025-06-01 16:07:00,Cardiff,DEV-066,HR Portal,success,116,0
user_086,2025-06-01 16:14:00,London,DEV-076,Email,success,89,0
user_055,2025-06-01 16:15:00,Manchester,DEV-073,Email,success,113,0
user_075,2025-06-01 16:17:00,Bristol,DEV-068,Finance System,success,80,0
user_073,2025-06-01 16:22:00,Leicester,DEV-122,Email,success,88,0
user_041,2025-06-01 16:24:00,Birmingham,DEV-066,CRM,success,84,0
user_044,2025-06-01 16:27:00,Glasgow,DEV-084,File Server,success,117,0
user_016,2025-06-01 16:35:00,Newcastle,DEV-117,HR Portal,success,100,0
user_080,2025-06-01 16:39:00,London,DEV-013,DevOps Dashboard,success,109,1
user_044,2025-06-01 16:40:00,Glasgow,DEV-084,Email,success,114,0
user_018,2025-06-01 16:40:00,Southampton,DEV-097,DevOps Dashboard,success,77,0
user_021,2025-06-01 16:48:00,Cardiff,DEV-122,File Server,success,107,0
user_073,2025-06-01 16:52:00,Leicester,DEV-122,CRM,success,14,0
user_046,2025-06-01 16:52:00,Cardiff,DEV-112,HR Portal,success,62,0
user_090,2025-06-01 16:54:00,Liverpool,DEV-062,File Server,success,108,0
user_058,2025-06-01 16:57:00,Coventry,DEV-134,Finance System,success,47,0
user_085,2025-06-01 16:57:00,Reading,DEV-001,CRM,success,22,0
user_001,2025-06-01 16:59:00,Newcastle,DEV-034,DevOps Dashboard,success,62,1
user_055,2025-06-01 17:00:00,Manchester,DEV-073,DevOps Dashboard,success,35,0
user_046,2025-06-01 17:02:00,Cardiff,DEV-112,File Server,success,83,0
user_020,2025-06-01 17:03:00,Manchester,DEV-066,HR Portal,success,99,0
user_034,2025-06-01 17:17:00,Newcastle,DEV-050,CRM,success,30,0
user_009,2025-06-01 17:18:00,Dundee,DEV-085,Email,success,24,0
user_025,2025-06-01 17:20:00,Sheffield,DEV-095,File Server,success,43,0
user_078,2025-06-01 17:26:00,Coventry,DEV-013,HR Portal,success,14,0
user_018,2025-06-01 17:35:00,Southampton,DEV-097,File Server,success,24,0
user_037,2025-06-01 17:35:00,Manchester,DEV-004,Email,success,105,0
user_099,2025-06-01 17:37:00,Brighton,DEV-138,Finance System,success,26,0
user_071,2025-06-01 17:38:00,Brighton,DEV-066,Finance System,success,66,0
user_012,2025-06-01 17:39:00,Coventry,DEV-149,Email,success,89,1
user_100,2025-06-01 17:40:00,Newcastle,DEV-118,CRM,success,76,0
user_041,2025-06-01 17:40:00,Birmingham,DEV-066,Finance System,success,84,0
user_042,2025-06-01 17:45:00,Birmingham,DEV-126,Finance System,success,104,0
user_066,2025-06-01 17:52:00,Bristol,DEV-101,HR Portal,success,104,0
user_043,2025-06-01 17:53:00,Manchester,DEV-139,DevOps Dashboard,success,87,0
user_006,2025-06-01 17:54:00,Southampton,DEV-034,HR Portal,success,11,0
user_022,2025-06-01 17:57:00,Brighton,DEV-023,Email,success,26,0
user_011,2025-06-01 18:00:00,Edinburgh,DEV-129,Email,success,101,0
user_042,2025-06-01 18:00:00,Birmingham,DEV-126,Finance System,success,16,0
user_007,2025-06-01 18:02:00,Cardiff,DEV-086,DevOps Dashboard,success,51,0
user_068,2025-06-01 18:03:00,Glasgow,DEV-089,Finance System,success,19,0
user_043,2025-06-01 18:08:00,Manchester,DEV-139,Email,success,50,0
user_012,2025-06-01 18:13:00,Coventry,DEV-066,HR Portal,success,73,0
user_076,2025-06-01 18:22:00,Liverpool,DEV-125,File Server,success,19,0
user_089,2025-06-01 18:22:00,Birmingham,DEV-105,HR Portal,success,5,0
user_099,2025-06-01 18:23:00,Brighton,DEV-138,File Server,success,91,0
user_030,2025-06-01 18:27:00,Glasgow,DEV-130,Email,success,51,0
user_081,2025-06-01 18:29:00,Dundee,DEV-117,DevOps Dashboard,success,22,0
user_005,2025-06-01 18:32:00,Nottingham,DEV-068,File Server,success,59,0
user_018,2025-06-01 18:37:00,Southampton,DEV-097,Finance System,success,23,0
user_013,2025-06-01 18:38:00,Dundee,DEV-019,Finance System,success,99,0
user_043,2025-06-01 18:42:00,Manchester,DEV-139,CRM,success,108,0
user_042,2025-06-01 18:47:00,Birmingham,DEV-126,DevOps Dashboard,success,48,0
user_090,2025-06-01 18:50:00,Liverpool,DEV-062,DevOps Dashboard,success,45,0
user_051,2025-06-01 18:50:00,Liverpool,DEV-075,Finance System,success,48,0
user_095,2025-06-01 18:55:00,Leicester,DEV-009,HR Portal,success,120,0
user_059,2025-06-01 18:59:00,Berlin,DEV-016,Email,success,92,1
user_030,2025-06-01 19:02:00,Glasgow,DEV-130,DevOps Dashboard,success,78,0
user_014,2025-06-01 19:04:00,Bristol,DEV-054,Email,success,33,0
user_023,2025-06-01 19:09:00,Aberdeen,DEV-080,File Server,success,67,0
user_001,2025-06-01 19:11:00,Newcastle,DEV-023,File Server,success,106,0
user_009,2025-06-01 19:13:00,Tokyo,DEV-085,Finance System,success,100,1
user_066,2025-06-01 19:17:00,Bristol,DEV-101,HR Portal,success,89,0
user_008,2025-06-01 19:17:00,Reading,DEV-097,HR Portal,success,71,0
user_029,2025-06-01 19:18:00,Aberdeen,DEV-030,Email,success,91,0
user_036,2025-06-01 19:20:00,Newcastle,DEV-112,HR Portal,success,106,0
user_098,2025-06-01 19:21:00,Aberdeen,DEV-012,DevOps Dashboard,success,27,0
user_014,2025-06-01 19:22:00,Bristol,DEV-054,Email,success,118,0
user_051,2025-06-01 19:22:00,Liverpool,DEV-075,Email,success,55,0
user_064,2025-06-01 19:23:00,Cardiff,DEV-083,File Server,success,108,0
user_002,2025-06-01 19:30:00,Sheffield,DEV-074,Finance System,success,57,0
user_086,2025-06-01 19:35:00,London,DEV-076,DevOps Dashboard,success,36,0
user_067,2025-06-01 19:36:00,Bristol,DEV-066,CRM,success,80,0
user_012,2025-06-01 19:36:00,Coventry,DEV-066,HR Portal,success,75,0
user_057,2025-06-01 19:39:00,Coventry,DEV-076,CRM,success,42,0
user_072,2025-06-01 19:39:00,Cardiff,DEV-139,CRM,success,68,0
user_038,2025-06-01 19:39:00,Liverpool,DEV-004,DevOps Dashboard,success,42,0
user_047,2025-06-01 19:41:00,Dundee,DEV-063,HR Portal,success,87,0
user_021,2025-06-01 19:44:00,Cardiff,DEV-122,Email,success,51,0
user_065,2025-06-01 19:46:00,Sheffield,DEV-117,HR Portal,success,100,0
user_078,2025-06-01 19:48:00,Coventry,DEV-013,Finance System,success,108,0
user_038,2025-06-01 19:48:00,Liverpool,DEV-004,File Server,success,41,0
user_012,2025-06-01 19:48:00,Coventry,DEV-066,Email,success,110,0
user_063,2025-06-01 19:48:00,Southampton,DEV-138,DevOps Dashboard,success,19,0
user_087,2025-06-01 19:52:00,Liverpool,DEV-014,DevOps Dashboard,success,103,0
user_056,2025-06-01 19:55:00,Nottingham,DEV-149,File Server,success,20,0
user_064,2025-06-01 19:58:00,Cardiff,DEV-083,HR Portal,success,76,0
user_027,2025-06-01 19:58:00,Sheffield,DEV-141,HR Portal,success,35,0
user_084,2025-06-01 19:59:00,Nottingham,DEV-077,File Server,success,114,0
user_018,2025-06-01 20:00:00,Southampton,DEV-097,Email,success,94,0
user_053,2025-06-01 20:01:00,Birmingham,DEV-146,Finance System,success,87,0
user_077,2025-06-01 20:03:00,Glasgow,DEV-026,Finance System,success,85,0
user_059,2025-06-01 20:05:00,Birmingham,DEV-016,DevOps Dashboard,success,55,0
user_091,2025-06-01 20:08:00,Swansea,DEV-126,Email,success,53,0
user_096,2025-06-01 20:10:00,Brighton,DEV-087,CRM,success,6,0
user_030,2025-06-01 20:13:00,Glasgow,DEV-130,CRM,success,78,0
user_085,2025-06-01 20:14:00,Reading,DEV-001,Finance System,success,50,0
user_034,2025-06-01 20:20:00,Newcastle,DEV-050,File Server,success,34,0
user_079,2025-06-01 20:23:00,Coventry,DEV-053,Finance System,success,51,0
user_092,2025-06-01 20:26:00,Coventry,DEV-118,File Server,success,117,0
user_024,2025-06-01 20:29:00,Nottingham,DEV-011,Email,success,65,0
user_002,2025-06-01 20:33:00,Sheffield,DEV-074,Email,success,8,0
user_048,2025-06-01 20:33:00,Toronto,DEV-144,File Server,success,21,1
user_062,2025-06-01 20:41:00,London,DEV-075,DevOps Dashboard,success,84,0
user_010,2025-06-01 20:45:00,Glasgow,DEV-054,HR Portal,success,46,0
user_094,2025-06-01 20:47:00,Dundee,DEV-096,HR Portal,success,77,0
user_004,2025-06-01 20:50:00,Reading,DEV-104,DevOps Dashboard,success,103,0
user_004,2025-06-01 20:57:00,Reading,DEV-104,HR Portal,success,94,0
user_088,2025-06-01 20:58:00,Aberdeen,DEV-073,CRM,success,12,0
user_089,2025-06-01 20:58:00,Birmingham,DEV-105,DevOps Dashboard,success,95,0
user_075,2025-06-01 20:59:00,Bristol,DEV-068,CRM,success,98,0
user_039,2025-06-01 20:59:00,Nottingham,DEV-013,File Server,success,51,0
user_066,2025-06-01 21:00:00,Bristol,DEV-101,Confidential Archives,success,44,1
user_070,2025-06-01 21:01:00,Birmingham,DEV-001,Finance System,success,91,0
user_085,2025-06-01 21:02:00,Reading,DEV-001,DevOps Dashboard,success,20,0
user_091,2025-06-01 21:05:00,Swansea,DEV-126,Email,success,84,0
user_061,2025-06-01 21:07:00,Reading,DEV-126,Finance System,success,87,0
